metabolite_id,enzyme_id,source
CNP0505455.2,ec:1.1.1.114,KEGG
CNP0505455.2,ec:1.1.1.116,KEGG
CNP0505455.2,ec:1.1.1.117,KEGG
CNP0505455.2,ec:1.1.1.118,KEGG
CNP0505455.2,ec:1.1.1.12,KEGG
CNP0505455.2,ec:1.1.1.121,KEGG
CNP0505455.2,ec:1.1.1.122,KEGG
CNP0505455.2,ec:1.1.1.125,KEGG
CNP0505455.2,ec:1.1.1.127,KEGG
CNP0505455.2,ec:1.1.1.129,KEGG
CNP0505455.2,ec:1.1.1.13,KEGG
CNP0505455.2,ec:1.1.1.130,KEGG
CNP0505455.2,ec:1.1.1.131,KEGG
CNP0505455.2,ec:1.1.1.132,KEGG
CNP0505455.2,ec:1.1.1.135,KEGG
CNP0505455.2,ec:1.1.1.136,KEGG
CNP0505455.2,ec:1.1.1.137,KEGG
CNP0505455.2,ec:1.1.1.14,KEGG
CNP0505455.2,ec:1.1.1.140,KEGG
CNP0505455.2,ec:1.1.1.141,KEGG
CNP0505455.2,ec:1.1.1.143,KEGG
CNP0505455.2,ec:1.1.1.144,KEGG
CNP0505455.2,ec:1.1.1.145,KEGG
CNP0505455.2,ec:1.1.1.147,KEGG
CNP0505455.2,ec:1.1.1.148,KEGG
CNP0505455.2,ec:1.1.1.149,KEGG
CNP0505455.2,ec:1.1.1.15,KEGG
CNP0505455.2,ec:1.1.1.150,KEGG
CNP0505455.2,ec:1.1.1.152,KEGG
CNP0505455.2,ec:1.1.1.154,KEGG
CNP0505455.2,ec:1.1.1.157,KEGG
CNP0505455.2,ec:1.1.1.159,KEGG
CNP0505455.2,ec:1.1.1.16,KEGG
CNP0505455.2,ec:1.1.1.163,KEGG
CNP0505455.2,ec:1.1.1.164,KEGG
CNP0505455.2,ec:1.1.1.165,KEGG
CNP0505455.2,ec:1.1.1.166,KEGG
CNP0505455.2,ec:1.1.1.167,KEGG
CNP0505455.2,ec:1.1.1.17,KEGG
CNP0505455.2,ec:1.1.1.170,KEGG
CNP0505455.2,ec:1.1.1.172,KEGG
CNP0505455.2,ec:1.1.1.173,KEGG
CNP0505455.2,ec:1.1.1.174,KEGG
CNP0505455.2,ec:1.1.1.175,KEGG
CNP0505455.2,ec:1.1.1.178,KEGG
CNP0505455.2,ec:1.1.1.18,KEGG
CNP0505455.2,ec:1.1.1.181,KEGG
CNP0505455.2,ec:1.1.1.185,KEGG
CNP0505455.2,ec:1.1.1.186,KEGG
CNP0505455.2,ec:1.1.1.187,KEGG
CNP0505455.2,ec:1.1.1.190,KEGG
CNP0505455.2,ec:1.1.1.192,KEGG
CNP0505455.2,ec:1.1.1.198,KEGG
CNP0505455.2,ec:1.1.1.199,KEGG
CNP0505455.2,ec:1.1.1.202,KEGG
CNP0505455.2,ec:1.1.1.203,KEGG
CNP0505455.2,ec:1.1.1.205,KEGG
CNP0505455.2,ec:1.1.1.209,KEGG
CNP0505455.2,ec:1.1.1.21,KEGG
CNP0505455.2,ec:1.1.1.211,KEGG
CNP0505455.2,ec:1.1.1.212,KEGG
CNP0505455.2,ec:1.1.1.213,KEGG
CNP0505455.2,ec:1.1.1.218,KEGG
CNP0505455.2,ec:1.1.1.22,KEGG
CNP0505455.2,ec:1.1.1.221,KEGG
CNP0505455.2,ec:1.1.1.223,KEGG
CNP0505455.2,ec:1.1.1.226,KEGG
CNP0505455.2,ec:1.1.1.227,KEGG
CNP0505455.2,ec:1.1.1.228,KEGG
CNP0505455.2,ec:1.1.1.23,KEGG
CNP0505455.2,ec:1.1.1.232,KEGG
CNP0505455.2,ec:1.1.1.233,KEGG
CNP0505455.2,ec:1.1.1.237,KEGG
CNP0505455.2,ec:1.1.1.239,KEGG
CNP0505455.2,ec:1.1.1.24,KEGG
CNP0505455.2,ec:1.1.1.240,KEGG
CNP0505455.2,ec:1.1.1.241,KEGG
CNP0505455.2,ec:1.1.1.244,KEGG
CNP0505455.2,ec:1.1.1.245,KEGG
CNP0505455.2,ec:1.1.1.250,KEGG
CNP0505455.2,ec:1.1.1.251,KEGG
CNP0505455.2,ec:1.1.1.254,KEGG
CNP0505455.2,ec:1.1.1.255,KEGG
CNP0505455.2,ec:1.1.1.256,KEGG
CNP0505455.2,ec:1.1.1.257,KEGG
CNP0505455.2,ec:1.1.1.258,KEGG
CNP0505455.2,ec:1.1.1.259,KEGG
CNP0505455.2,ec:1.1.1.26,KEGG
CNP0505455.2,ec:1.1.1.260,KEGG
CNP0505455.2,ec:1.1.1.261,KEGG
CNP0505455.2,ec:1.1.1.262,KEGG
CNP0505455.2,ec:1.1.1.264,KEGG
CNP0505455.2,ec:1.1.1.265,KEGG
CNP0505455.2,ec:1.1.1.268,KEGG
CNP0505455.2,ec:1.1.1.269,KEGG
CNP0505455.2,ec:1.1.1.27,KEGG
CNP0505455.2,ec:1.1.1.275,KEGG
CNP0505455.2,ec:1.1.1.28,KEGG
CNP0505455.2,ec:1.1.1.281,KEGG
CNP0505455.2,ec:1.1.1.282,KEGG
CNP0505455.2,ec:1.1.1.284,KEGG
CNP0505455.2,ec:1.1.1.285,KEGG
CNP0505455.2,ec:1.1.1.286,KEGG
CNP0505455.2,ec:1.1.1.288,KEGG
CNP0505455.2,ec:1.1.1.29,KEGG
CNP0505455.2,ec:1.1.1.290,KEGG
CNP0505455.2,ec:1.1.1.291,KEGG
CNP0505455.2,ec:1.1.1.294,KEGG
CNP0505455.2,ec:1.1.1.295,KEGG
CNP0505455.2,ec:1.1.1.296,KEGG
CNP0505455.2,ec:1.1.1.297,KEGG
CNP0505455.2,ec:1.1.1.299,KEGG
CNP0505455.2,ec:1.1.1.3,KEGG
CNP0505455.2,ec:1.1.1.30,KEGG
CNP0505455.2,ec:1.1.1.301,KEGG
CNP0505455.2,ec:1.1.1.302,KEGG
CNP0505455.2,ec:1.1.1.303,KEGG
CNP0505455.2,ec:1.1.1.304,KEGG
CNP0505455.2,ec:1.1.1.305,KEGG
CNP0505455.2,ec:1.1.1.306,KEGG
CNP0505455.2,ec:1.1.1.307,KEGG
CNP0505455.2,ec:1.1.1.308,KEGG
CNP0505455.2,ec:1.1.1.309,KEGG
CNP0505455.2,ec:1.1.1.31,KEGG
CNP0505455.2,ec:1.1.1.310,KEGG
CNP0505455.2,ec:1.1.1.311,KEGG
CNP0505455.2,ec:1.1.1.312,KEGG
CNP0505455.2,ec:1.1.1.315,KEGG
CNP0505455.2,ec:1.1.1.316,KEGG
CNP0505455.2,ec:1.1.1.322,KEGG
CNP0505455.2,ec:1.1.1.323,KEGG
CNP0505455.2,ec:1.1.1.326,KEGG
CNP0505455.2,ec:1.1.1.327,KEGG
CNP0505455.2,ec:1.1.1.328,KEGG
CNP0505455.2,ec:1.1.1.329,KEGG
CNP0505455.2,ec:1.1.1.331,KEGG
CNP0505455.2,ec:1.1.1.332,KEGG
CNP0505455.2,ec:1.1.1.333,KEGG
CNP0505455.2,ec:1.1.1.335,KEGG
CNP0505455.2,ec:1.1.1.336,KEGG
CNP0505455.2,ec:1.1.1.337,KEGG
CNP0505455.2,ec:1.1.1.339,KEGG
CNP0505455.2,ec:1.1.1.340,KEGG
CNP0505455.2,ec:1.1.1.343,KEGG
CNP0505455.2,ec:1.1.1.344,KEGG
CNP0505455.2,ec:1.1.1.345,KEGG
CNP0505455.2,ec:1.1.1.347,KEGG
CNP0505455.2,ec:1.1.1.35,KEGG
CNP0505455.2,ec:1.1.1.350,KEGG
CNP0505455.2,ec:1.1.1.351,KEGG
CNP0505455.2,ec:1.1.1.352,KEGG
CNP0505455.2,ec:1.1.1.354,KEGG
CNP0505455.2,ec:1.1.1.356,KEGG
CNP0505455.2,ec:1.1.1.357,KEGG
CNP0505455.2,ec:1.1.1.359,KEGG
CNP0505455.2,ec:1.1.1.361,KEGG
CNP0505455.2,ec:1.1.1.363,KEGG
CNP0505455.2,ec:1.1.1.364,KEGG
CNP0505455.2,ec:1.1.1.366,KEGG
CNP0505455.2,ec:1.1.1.368,KEGG
CNP0505455.2,ec:1.1.1.369,KEGG
CNP0505455.2,ec:1.1.1.37,KEGG
CNP0505455.2,ec:1.1.1.370,KEGG
CNP0505455.2,ec:1.1.1.373,KEGG
CNP0505455.2,ec:1.1.1.374,KEGG
CNP0505455.2,ec:1.1.1.375,KEGG
CNP0505455.2,ec:1.1.1.376,KEGG
CNP0505455.2,ec:1.1.1.378,KEGG
CNP0505455.2,ec:1.1.1.379,KEGG
CNP0505455.2,ec:1.1.1.38,KEGG
CNP0505455.2,ec:1.1.1.380,KEGG
CNP0505455.2,ec:1.1.1.382,KEGG
CNP0505455.2,ec:1.1.1.383,KEGG
CNP0505455.2,ec:1.1.1.385,KEGG
CNP0505455.2,ec:1.1.1.386,KEGG
CNP0505455.2,ec:1.1.1.387,KEGG
CNP0505455.2,ec:1.1.1.388,KEGG
CNP0505455.2,ec:1.1.1.389,KEGG
CNP0505455.2,ec:1.1.1.39,KEGG
CNP0505455.2,ec:1.1.1.390,KEGG
CNP0505455.2,ec:1.1.1.391,KEGG
CNP0505455.2,ec:1.1.1.394,KEGG
CNP0505455.2,ec:1.1.1.396,KEGG
CNP0505455.2,ec:1.1.1.397,KEGG
CNP0505455.2,ec:1.1.1.399,KEGG
CNP0505455.2,ec:1.1.1.4,KEGG
CNP0505455.2,ec:1.1.1.400,KEGG
CNP0505455.2,ec:1.1.1.401,KEGG
CNP0505455.2,ec:1.1.1.403,KEGG
CNP0505455.2,ec:1.1.1.404,KEGG
CNP0505455.2,ec:1.1.1.406,KEGG
CNP0505455.2,ec:1.1.1.407,KEGG
CNP0505455.2,ec:1.1.1.408,KEGG
CNP0505455.2,ec:1.1.1.409,KEGG
CNP0505455.2,ec:1.1.1.41,KEGG
CNP0505455.2,ec:1.1.1.410,KEGG
CNP0505455.2,ec:1.1.1.411,KEGG
CNP0505455.2,ec:1.1.1.414,KEGG
CNP0505455.2,ec:1.1.1.415,KEGG
CNP0505455.2,ec:1.1.1.416,KEGG
CNP0505455.2,ec:1.1.1.417,KEGG
CNP0505455.2,ec:1.1.1.418,KEGG
CNP0505455.2,ec:1.1.1.419,KEGG
CNP0505455.2,ec:1.1.1.420,KEGG
CNP0505455.2,ec:1.1.1.421,KEGG
CNP0505455.2,ec:1.1.1.422,KEGG
CNP0505455.2,ec:1.1.1.423,KEGG
CNP0505455.2,ec:1.1.1.425,KEGG
CNP0505455.2,ec:1.1.1.426,KEGG
CNP0505455.2,ec:1.1.1.428,KEGG
CNP0505455.2,ec:1.1.1.429,KEGG
CNP0505455.2,ec:1.1.1.43,KEGG
CNP0505455.2,ec:1.1.1.430,KEGG
CNP0505455.2,ec:1.1.1.433,KEGG
CNP0505455.2,ec:1.1.1.434,KEGG
CNP0505455.2,ec:1.1.1.436,KEGG
CNP0505455.2,ec:1.1.1.438,KEGG
CNP0505455.2,ec:1.1.1.441,KEGG
CNP0505455.2,ec:1.1.1.442,KEGG
CNP0505455.2,ec:1.1.1.444,KEGG
CNP0505455.2,ec:1.1.1.45,KEGG
CNP0505455.2,ec:1.1.1.46,KEGG
CNP0505455.2,ec:1.1.1.47,KEGG
CNP0505455.2,ec:1.1.1.48,KEGG
CNP0505455.2,ec:1.1.1.50,KEGG
CNP0505455.2,ec:1.1.1.51,KEGG
CNP0505455.2,ec:1.1.1.52,KEGG
CNP0505455.2,ec:1.1.1.53,KEGG
CNP0505455.2,ec:1.1.1.56,KEGG
CNP0505455.2,ec:1.1.1.57,KEGG
CNP0505455.2,ec:1.1.1.58,KEGG
CNP0505455.2,ec:1.1.1.59,KEGG
CNP0505455.2,ec:1.1.1.6,KEGG
CNP0505455.2,ec:1.1.1.60,KEGG
CNP0505455.2,ec:1.1.1.61,KEGG
CNP0505455.2,ec:1.1.1.62,KEGG
CNP0505455.2,ec:1.1.1.66,KEGG
CNP0505455.2,ec:1.1.1.67,KEGG
CNP0505455.2,ec:1.1.1.69,KEGG
CNP0505455.2,ec:1.1.1.7,KEGG
CNP0505455.2,ec:1.1.1.71,KEGG
CNP0505455.2,ec:1.1.1.72,KEGG
CNP0505455.2,ec:1.1.1.73,KEGG
CNP0505455.2,ec:1.1.1.75,KEGG
CNP0505455.2,ec:1.1.1.76,KEGG
CNP0505455.2,ec:1.1.1.77,KEGG
CNP0505455.2,ec:1.1.1.78,KEGG
CNP0505455.2,ec:1.1.1.79,KEGG
CNP0505455.2,ec:1.1.1.8,KEGG
CNP0505455.2,ec:1.1.1.81,KEGG
CNP0505455.2,ec:1.1.1.83,KEGG
CNP0505455.2,ec:1.1.1.84,KEGG
CNP0505455.2,ec:1.1.1.85,KEGG
CNP0505455.2,ec:1.1.1.87,KEGG
CNP0505455.2,ec:1.1.1.88,KEGG
CNP0505455.2,ec:1.1.1.9,KEGG
CNP0505455.2,ec:1.1.1.90,KEGG
CNP0505455.2,ec:1.1.1.92,KEGG
CNP0505455.2,ec:1.1.1.93,KEGG
CNP0505455.2,ec:1.1.1.94,KEGG
CNP0505455.2,ec:1.1.1.95,KEGG
CNP0505455.2,ec:1.1.1.98,KEGG
CNP0505455.2,ec:1.1.1.99,KEGG
CNP0505455.2,ec:1.11.1.1,KEGG
CNP0505455.2,ec:1.11.1.26,KEGG
CNP0505455.2,ec:1.12.1.2,KEGG
CNP0505455.2,ec:1.12.1.4,KEGG
CNP0505455.2,ec:1.12.1.5,KEGG
CNP0505455.2,ec:1.13.11.29,KEGG
CNP0505455.2,ec:1.13.11.30,KEGG
CNP0505455.2,ec:1.13.12.17,KEGG
CNP0505455.2,ec:1.14.12.1,KEGG
CNP0505455.2,ec:1.14.12.10,KEGG
CNP0505455.2,ec:1.14.12.11,KEGG
CNP0505455.2,ec:1.14.12.12,KEGG
CNP0505455.2,ec:1.14.12.13,KEGG
CNP0505455.2,ec:1.14.12.14,KEGG
CNP0505455.2,ec:1.14.12.15,KEGG
CNP0505455.2,ec:1.14.12.16,KEGG
CNP0505455.2,ec:1.14.12.17,KEGG
CNP0505455.2,ec:1.14.12.18,KEGG
CNP0505455.2,ec:1.14.12.19,KEGG
CNP0505455.2,ec:1.14.12.22,KEGG
CNP0505455.2,ec:1.14.12.23,KEGG
CNP0505455.2,ec:1.14.12.24,KEGG
CNP0505455.2,ec:1.14.12.25,KEGG
CNP0505455.2,ec:1.14.12.26,KEGG
CNP0505455.2,ec:1.14.12.3,KEGG
CNP0505455.2,ec:1.14.12.7,KEGG
CNP0505455.2,ec:1.14.12.8,KEGG
CNP0505455.2,ec:1.14.12.9,KEGG
CNP0505455.2,ec:1.14.13.1,KEGG
CNP0505455.2,ec:1.14.13.10,KEGG
CNP0505455.2,ec:1.14.13.107,KEGG
CNP0505455.2,ec:1.14.13.111,KEGG
CNP0505455.2,ec:1.14.13.113,KEGG
CNP0505455.2,ec:1.14.13.114,KEGG
CNP0505455.2,ec:1.14.13.127,KEGG
CNP0505455.2,ec:1.14.13.128,KEGG
CNP0505455.2,ec:1.14.13.130,KEGG
CNP0505455.2,ec:1.14.13.131,KEGG
CNP0505455.2,ec:1.14.13.135,KEGG
CNP0505455.2,ec:1.14.13.163,KEGG
CNP0505455.2,ec:1.14.13.172,KEGG
CNP0505455.2,ec:1.14.13.178,KEGG
CNP0505455.2,ec:1.14.13.179,KEGG
CNP0505455.2,ec:1.14.13.18,KEGG
CNP0505455.2,ec:1.14.13.182,KEGG
CNP0505455.2,ec:1.14.13.19,KEGG
CNP0505455.2,ec:1.14.13.196,KEGG
CNP0505455.2,ec:1.14.13.209,KEGG
CNP0505455.2,ec:1.14.13.210,KEGG
CNP0505455.2,ec:1.14.13.211,KEGG
CNP0505455.2,ec:1.14.13.212,KEGG
CNP0505455.2,ec:1.14.13.215,KEGG
CNP0505455.2,ec:1.14.13.216,KEGG
CNP0505455.2,ec:1.14.13.217,KEGG
CNP0505455.2,ec:1.14.13.218,KEGG
CNP0505455.2,ec:1.14.13.220,KEGG
CNP0505455.2,ec:1.14.13.222,KEGG
CNP0505455.2,ec:1.14.13.223,KEGG
CNP0505455.2,ec:1.14.13.224,KEGG
CNP0505455.2,ec:1.14.13.227,KEGG
CNP0505455.2,ec:1.14.13.230,KEGG
CNP0505455.2,ec:1.14.13.235,KEGG
CNP0505455.2,ec:1.14.13.236,KEGG
CNP0505455.2,ec:1.14.13.239,KEGG
CNP0505455.2,ec:1.14.13.24,KEGG
CNP0505455.2,ec:1.14.13.242,KEGG
CNP0505455.2,ec:1.14.13.243,KEGG
CNP0505455.2,ec:1.14.13.244,KEGG
CNP0505455.2,ec:1.14.13.245,KEGG
CNP0505455.2,ec:1.14.13.246,KEGG
CNP0505455.2,ec:1.14.13.247,KEGG
CNP0505455.2,ec:1.14.13.25,KEGG
CNP0505455.2,ec:1.14.13.250,KEGG
CNP0505455.2,ec:1.14.13.251,KEGG
CNP0505455.2,ec:1.14.13.253,KEGG
CNP0505455.2,ec:1.14.13.27,KEGG
CNP0505455.2,ec:1.14.13.29,KEGG
CNP0505455.2,ec:1.14.13.33,KEGG
CNP0505455.2,ec:1.14.13.4,KEGG
CNP0505455.2,ec:1.14.13.40,KEGG
CNP0505455.2,ec:1.14.13.44,KEGG
CNP0505455.2,ec:1.14.13.5,KEGG
CNP0505455.2,ec:1.14.13.6,KEGG
CNP0505455.2,ec:1.14.13.61,KEGG
CNP0505455.2,ec:1.14.13.62,KEGG
CNP0505455.2,ec:1.14.13.63,KEGG
CNP0505455.2,ec:1.14.13.64,KEGG
CNP0505455.2,ec:1.14.13.69,KEGG
CNP0505455.2,ec:1.14.13.82,KEGG
CNP0505455.2,ec:1.14.13.83,KEGG
CNP0505455.2,ec:1.14.14.1,KEGG
CNP0505455.2,ec:1.14.14.22,KEGG
CNP0505455.2,ec:1.14.14.9,KEGG
CNP0505455.2,ec:1.14.15.3,KEGG
CNP0505455.2,ec:1.14.18.1,KEGG
CNP0505455.2,ec:1.14.19.21,KEGG
CNP0505455.2,ec:1.14.99.2,KEGG
CNP0505455.2,ec:1.14.99.46,KEGG
CNP0505455.2,ec:1.16.1.2,KEGG
CNP0505455.2,ec:1.16.1.7,KEGG
CNP0505455.2,ec:1.17.1.1,KEGG
CNP0505455.2,ec:1.17.1.11,KEGG
CNP0505455.2,ec:1.17.1.4,KEGG
CNP0505455.2,ec:1.17.1.8,KEGG
CNP0505455.2,ec:1.17.1.9,KEGG
CNP0505455.2,ec:1.18.1.1,KEGG
CNP0505455.2,ec:1.18.1.3,KEGG
CNP0505455.2,ec:1.18.1.4,KEGG
CNP0505455.2,ec:1.18.1.5,KEGG
CNP0505455.2,ec:1.18.1.7,KEGG
CNP0505455.2,ec:1.2.1.10,KEGG
CNP0505455.2,ec:1.2.1.100,KEGG
CNP0505455.2,ec:1.2.1.102,KEGG
CNP0505455.2,ec:1.2.1.104,KEGG
CNP0505455.2,ec:1.2.1.105,KEGG
CNP0505455.2,ec:1.2.1.107,KEGG
CNP0505455.2,ec:1.2.1.108,KEGG
CNP0505455.2,ec:1.2.1.12,KEGG
CNP0505455.2,ec:1.2.1.15,KEGG
CNP0505455.2,ec:1.2.1.16,KEGG
CNP0505455.2,ec:1.2.1.18,KEGG
CNP0505455.2,ec:1.2.1.19,KEGG
CNP0505455.2,ec:1.2.1.20,KEGG
CNP0505455.2,ec:1.2.1.21,KEGG
CNP0505455.2,ec:1.2.1.22,KEGG
CNP0505455.2,ec:1.2.1.23,KEGG
CNP0505455.2,ec:1.2.1.24,KEGG
CNP0505455.2,ec:1.2.1.25,KEGG
CNP0505455.2,ec:1.2.1.27,KEGG
CNP0505455.2,ec:1.2.1.28,KEGG
CNP0505455.2,ec:1.2.1.29,KEGG
CNP0505455.2,ec:1.2.1.3,KEGG
CNP0505455.2,ec:1.2.1.31,KEGG
CNP0505455.2,ec:1.2.1.32,KEGG
CNP0505455.2,ec:1.2.1.33,KEGG
CNP0505455.2,ec:1.2.1.36,KEGG
CNP0505455.2,ec:1.2.1.39,KEGG
CNP0505455.2,ec:1.2.1.42,KEGG
CNP0505455.2,ec:1.2.1.46,KEGG
CNP0505455.2,ec:1.2.1.47,KEGG
CNP0505455.2,ec:1.2.1.48,KEGG
CNP0505455.2,ec:1.2.1.5,KEGG
CNP0505455.2,ec:1.2.1.53,KEGG
CNP0505455.2,ec:1.2.1.54,KEGG
CNP0505455.2,ec:1.2.1.57,KEGG
CNP0505455.2,ec:1.2.1.58,KEGG
CNP0505455.2,ec:1.2.1.59,KEGG
CNP0505455.2,ec:1.2.1.60,KEGG
CNP0505455.2,ec:1.2.1.61,KEGG
CNP0505455.2,ec:1.2.1.62,KEGG
CNP0505455.2,ec:1.2.1.64,KEGG
CNP0505455.2,ec:1.2.1.65,KEGG
CNP0505455.2,ec:1.2.1.67,KEGG
CNP0505455.2,ec:1.2.1.68,KEGG
CNP0505455.2,ec:1.2.1.69,KEGG
CNP0505455.2,ec:1.2.1.71,KEGG
CNP0505455.2,ec:1.2.1.72,KEGG
CNP0505455.2,ec:1.2.1.73,KEGG
CNP0505455.2,ec:1.2.1.74,KEGG
CNP0505455.2,ec:1.2.1.78,KEGG
CNP0505455.2,ec:1.2.1.8,KEGG
CNP0505455.2,ec:1.2.1.80,KEGG
CNP0505455.2,ec:1.2.1.82,KEGG
CNP0505455.2,ec:1.2.1.85,KEGG
CNP0505455.2,ec:1.2.1.86,KEGG
CNP0505455.2,ec:1.2.1.87,KEGG
CNP0505455.2,ec:1.2.1.88,KEGG
CNP0505455.2,ec:1.2.1.90,KEGG
CNP0505455.2,ec:1.2.1.92,KEGG
CNP0505455.2,ec:1.2.1.97,KEGG
CNP0505455.2,ec:1.2.1.98,KEGG
CNP0505455.2,ec:1.2.1.99,KEGG
CNP0505455.2,ec:1.2.3.9,KEGG
CNP0505455.2,ec:1.20.1.1,KEGG
CNP0505455.2,ec:1.20.1.2,KEGG
CNP0505455.2,ec:1.3.1.1,KEGG
CNP0505455.2,ec:1.3.1.101,KEGG
CNP0505455.2,ec:1.3.1.106,KEGG
CNP0505455.2,ec:1.3.1.107,KEGG
CNP0505455.2,ec:1.3.1.108,KEGG
CNP0505455.2,ec:1.3.1.109,KEGG
CNP0505455.2,ec:1.3.1.11,KEGG
CNP0505455.2,ec:1.3.1.114,KEGG
CNP0505455.2,ec:1.3.1.115,KEGG
CNP0505455.2,ec:1.3.1.116,KEGG
CNP0505455.2,ec:1.3.1.118,KEGG
CNP0505455.2,ec:1.3.1.119,KEGG
CNP0505455.2,ec:1.3.1.12,KEGG
CNP0505455.2,ec:1.3.1.121,KEGG
CNP0505455.2,ec:1.3.1.122,KEGG
CNP0505455.2,ec:1.3.1.125,KEGG
CNP0505455.2,ec:1.3.1.126,KEGG
CNP0505455.2,ec:1.3.1.14,KEGG
CNP0505455.2,ec:1.3.1.18,KEGG
CNP0505455.2,ec:1.3.1.19,KEGG
CNP0505455.2,ec:1.3.1.21,KEGG
CNP0505455.2,ec:1.3.1.24,KEGG
CNP0505455.2,ec:1.3.1.25,KEGG
CNP0505455.2,ec:1.3.1.28,KEGG
CNP0505455.2,ec:1.3.1.29,KEGG
CNP0505455.2,ec:1.3.1.31,KEGG
CNP0505455.2,ec:1.3.1.32,KEGG
CNP0505455.2,ec:1.3.1.41,KEGG
CNP0505455.2,ec:1.3.1.43,KEGG
CNP0505455.2,ec:1.3.1.44,KEGG
CNP0505455.2,ec:1.3.1.47,KEGG
CNP0505455.2,ec:1.3.1.48,KEGG
CNP0505455.2,ec:1.3.1.49,KEGG
CNP0505455.2,ec:1.3.1.5,KEGG
CNP0505455.2,ec:1.3.1.53,KEGG
CNP0505455.2,ec:1.3.1.56,KEGG
CNP0505455.2,ec:1.3.1.58,KEGG
CNP0505455.2,ec:1.3.1.6,KEGG
CNP0505455.2,ec:1.3.1.60,KEGG
CNP0505455.2,ec:1.3.1.62,KEGG
CNP0505455.2,ec:1.3.1.64,KEGG
CNP0505455.2,ec:1.3.1.65,KEGG
CNP0505455.2,ec:1.3.1.66,KEGG
CNP0505455.2,ec:1.3.1.67,KEGG
CNP0505455.2,ec:1.3.1.68,KEGG
CNP0505455.2,ec:1.3.1.7,KEGG
CNP0505455.2,ec:1.3.1.74,KEGG
CNP0505455.2,ec:1.3.1.76,KEGG
CNP0505455.2,ec:1.3.1.77,KEGG
CNP0505455.2,ec:1.3.1.79,KEGG
CNP0505455.2,ec:1.3.1.87,KEGG
CNP0505455.2,ec:1.3.1.9,KEGG
CNP0505455.2,ec:1.3.1.95,KEGG
CNP0505455.2,ec:1.3.1.98,KEGG
CNP0505455.2,ec:1.4.1.1,KEGG
CNP0505455.2,ec:1.4.1.10,KEGG
CNP0505455.2,ec:1.4.1.11,KEGG
CNP0505455.2,ec:1.4.1.12,KEGG
CNP0505455.2,ec:1.4.1.14,KEGG
CNP0505455.2,ec:1.4.1.15,KEGG
CNP0505455.2,ec:1.4.1.18,KEGG
CNP0505455.2,ec:1.4.1.19,KEGG
CNP0505455.2,ec:1.4.1.2,KEGG
CNP0505455.2,ec:1.4.1.20,KEGG
CNP0505455.2,ec:1.4.1.21,KEGG
CNP0505455.2,ec:1.4.1.23,KEGG
CNP0505455.2,ec:1.4.1.24,KEGG
CNP0505455.2,ec:1.4.1.25,KEGG
CNP0505455.2,ec:1.4.1.26,KEGG
CNP0505455.2,ec:1.4.1.27,KEGG
CNP0505455.2,ec:1.4.1.28,KEGG
CNP0505455.2,ec:1.4.1.29,KEGG
CNP0505455.2,ec:1.4.1.3,KEGG
CNP0505455.2,ec:1.4.1.4,KEGG
CNP0505455.2,ec:1.4.1.5,KEGG
CNP0505455.2,ec:1.4.1.7,KEGG
CNP0505455.2,ec:1.4.1.8,KEGG
CNP0505455.2,ec:1.4.1.9,KEGG
CNP0505455.2,ec:1.5.1.1,KEGG
CNP0505455.2,ec:1.5.1.11,KEGG
CNP0505455.2,ec:1.5.1.15,KEGG
CNP0505455.2,ec:1.5.1.17,KEGG
CNP0505455.2,ec:1.5.1.18,KEGG
CNP0505455.2,ec:1.5.1.2,KEGG
CNP0505455.2,ec:1.5.1.20,KEGG
CNP0505455.2,ec:1.5.1.22,KEGG
CNP0505455.2,ec:1.5.1.23,KEGG
CNP0505455.2,ec:1.5.1.25,KEGG
CNP0505455.2,ec:1.5.1.26,KEGG
CNP0505455.2,ec:1.5.1.28,KEGG
CNP0505455.2,ec:1.5.1.3,KEGG
CNP0505455.2,ec:1.5.1.34,KEGG
CNP0505455.2,ec:1.5.1.36,KEGG
CNP0505455.2,ec:1.5.1.37,KEGG
CNP0505455.2,ec:1.5.1.39,KEGG
CNP0505455.2,ec:1.5.1.41,KEGG
CNP0505455.2,ec:1.5.1.42,KEGG
CNP0505455.2,ec:1.5.1.44,KEGG
CNP0505455.2,ec:1.5.1.45,KEGG
CNP0505455.2,ec:1.5.1.47,KEGG
CNP0505455.2,ec:1.5.1.49,KEGG
CNP0505455.2,ec:1.5.1.51,KEGG
CNP0505455.2,ec:1.5.1.54,KEGG
CNP0505455.2,ec:1.5.1.7,KEGG
CNP0505455.2,ec:1.5.1.9,KEGG
CNP0505455.2,ec:1.6.1.1,KEGG
CNP0505455.2,ec:1.6.1.3,KEGG
CNP0505455.2,ec:1.6.2.2,KEGG
CNP0505455.2,ec:1.6.2.6,KEGG
CNP0505455.2,ec:1.6.3.1,KEGG
CNP0505455.2,ec:1.6.3.2,KEGG
CNP0505455.2,ec:1.6.3.3,KEGG
CNP0505455.2,ec:1.6.3.4,KEGG
CNP0505455.2,ec:1.6.3.5,KEGG
CNP0505455.2,ec:1.6.5.2,KEGG
CNP0505455.2,ec:1.6.5.4,KEGG
CNP0505455.2,ec:1.6.5.7,KEGG
CNP0505455.2,ec:1.6.5.9,KEGG
CNP0505455.2,ec:1.7.1.1,KEGG
CNP0505455.2,ec:1.7.1.10,KEGG
CNP0505455.2,ec:1.7.1.12,KEGG
